FILEID,STUSAB,GEOCODE,COUNTY,TRACT,BLKGRP,BLOCK,AREALAND,NAME,INTPTLAT,INTPTLON,P0010001,P0020001,P0030001,P0050001,P0050003,P0050004,State,Proposed 2022_SD,County,Tract,BlockGroup,Block,Adj_Population,dif_pop,adjpop
PLST,DE,100030004001017,3,400,1,1017,10895,Block 1017,39.7584792,-75.5447716,52,52,44,1,0,0,10,1,10003,10003000400,100030004001,100030004001017,52,0,52
PLST,DE,100030004001018,3,400,1,1018,10835,Block 1018,39.7593615,-75.5441151,45,45,40,0,0,0,10,1,10003,10003000400,100030004001,100030004001018,45,0,45
PLST,DE,100030004002000,3,400,2,2000,4136,Block 2000,39.7605313,-75.5424337,25,25,20,0,0,0,10,1,10003,10003000400,100030004002,100030004002000,25,0,25
PLST,DE,100030004002001,3,400,2,2001,17792,Block 2001,39.75942,-75.5426363,116,116,107,0,0,0,10,1,10003,10003000400,100030004002,100030004002001,119,3,119
PLST,DE,100030004002002,3,400,2,2002,6033,Block 2002,39.7583147,-75.5421298,43,43,24,0,0,0,10,1,10003,10003000400,100030004002,100030004002002,45,2,45
PLST,DE,100030004002003,3,400,2,2003,6627,Block 2003,39.7579854,-75.5427063,78,78,53,0,0,0,10,1,10003,10003000400,100030004002,100030004002003,78,0,78
PLST,DE,100030004002004,3,400,2,2004,9702,Block 2004,39.7585634,-75.5435555,25,25,19,0,0,0,10,1,10003,10003000400,100030004002,100030004002004,25,0,25
PLST,DE,100030004002005,3,400,2,2005,6705,Block 2005,39.7577056,-75.5433369,69,69,56,0,0,0,10,1,10003,10003000400,100030004002,100030004002005,69,0,69
PLST,DE,100030004002006,3,400,2,2006,10954,Block 2006,39.7574192,-75.54415,35,35,26,0,0,0,10,1,10003,10003000400,100030004002,100030004002006,37,2,37
PLST,DE,100030004002007,3,400,2,2007,17700,Block 2007,39.75634,-75.5445838,102,102,72,0,0,0,10,1,10003,10003000400,100030004002,100030004002007,104,2,104
PLST,DE,100030004002008,3,400,2,2008,8844,Block 2008,39.7565483,-75.5434551,68,68,55,0,0,0,10,1,10003,10003000400,100030004002,100030004002008,68,0,68
PLST,DE,100030004002009,3,400,2,2009,6544,Block 2009,39.7568753,-75.5427155,62,62,47,0,0,0,10,1,10003,10003000400,100030004002,100030004002009,63,1,63
PLST,DE,100030004002010,3,400,2,2010,6674,Block 2010,39.7571624,-75.5420928,56,56,52,0,0,0,10,1,10003,10003000400,100030004002,100030004002010,58,2,58
PLST,DE,100030004002011,3,400,2,2011,1215,Block 2011,39.757577,-75.5418114,0,0,0,0,0,0,10,1,10003,10003000400,100030004002,100030004002011,0,0,0
PLST,DE,100030004002012,3,400,2,2012,9801,Block 2012,39.7561362,-75.5419657,132,132,95,0,0,0,10,1,10003,10003000400,100030004002,100030004002012,136,4,136
PLST,DE,100030004002013,3,400,2,2013,9110,Block 2013,39.7557063,-75.5428103,106,106,75,0,0,0,10,1,10003,10003000400,100030004002,100030004002013,107,1,107
PLST,DE,100030004002014,3,400,2,2014,12217,Block 2014,39.7552718,-75.5437855,42,42,37,0,0,0,10,1,10003,10003000400,100030004002,100030004002014,45,3,45
PLST,DE,100030004002015,3,400,2,2015,8011,Block 2015,39.7548581,-75.5447139,75,75,55,0,0,0,10,1,10003,10003000400,100030004002,100030004002015,75,0,75
PLST,DE,100030004002016,3,400,2,2016,8548,Block 2016,39.7557249,-75.5453688,55,55,41,0,0,0,10,1,10003,10003000400,100030004002,100030004002016,55,0,55
PLST,DE,100030004002017,3,400,2,2017,5243,Block 2017,39.7551492,-75.5459957,10,10,6,0,0,0,10,1,10003,10003000400,100030004002,100030004002017,10,0,10
PLST,DE,100030004002018,3,400,2,2018,10347,Block 2018,39.7544803,-75.5455616,163,163,156,16,0,0,10,1,10003,10003000400,100030004002,100030004002018,167,4,167
PLST,DE,100030004002019,3,400,2,2019,14357,Block 2019,39.7539142,-75.5466798,0,0,0,0,0,0,10,1,10003,10003000400,100030004002,100030004002019,0,0,0
PLST,DE,100030004003000,3,400,3,3000,4517,Block 3000,39.7618613,-75.5502342,0,0,0,0,0,0,10,1,10003,10003000400,100030004003,100030004003000,0,0,0
PLST,DE,100030004003001,3,400,3,3001,15386,Block 3001,39.7618514,-75.5510355,0,0,0,0,0,0,10,1,10003,10003000400,100030004003,100030004003001,0,0,0
PLST,DE,100030004003002,3,400,3,3002,20288,Block 3002,39.760066,-75.5523331,0,0,0,0,0,0,10,1,10003,10003000400,100030004003,100030004003002,0,0,0
PLST,DE,100030004003003,3,400,3,3003,85207,Block 3003,39.7600635,-75.5537235,0,0,0,0,0,0,10,1,10003,10003000400,100030004003,100030004003003,0,0,0
PLST,DE,100030004003004,3,400,3,3004,10140,Block 3004,39.7614444,-75.5544263,0,0,0,0,0,0,10,1,10003,10003000400,100030004003,100030004003004,0,0,0
PLST,DE,100030004003005,3,400,3,3005,2232,Block 3005,39.7581928,-75.5521965,0,0,0,0,0,0,10,1,10003,10003000400,100030004003,100030004003005,0,0,0
PLST,DE,100030004003006,3,400,3,3006,3581,Block 3006,39.7599295,-75.5517033,0,0,0,0,0,0,10,1,10003,10003000400,100030004003,100030004003006,0,0,0
PLST,DE,100030004003007,3,400,3,3007,98047,Block 3007,39.7581468,-75.5505802,0,0,0,0,0,0,10,1,10003,10003000400,100030004003,100030004003007,1,1,1
PLST,DE,100030004003008,3,400,3,3008,9959,Block 3008,39.7596979,-75.5494922,221,221,220,0,0,0,10,1,10003,10003000400,100030004003,100030004003008,224,3,224
PLST,DE,100030004003009,3,400,3,3009,20281,Block 3009,39.7584575,-75.5485586,0,0,0,0,0,0,10,1,10003,10003000400,100030004003,100030004003009,0,0,0
PLST,DE,100030004003010,3,400,3,3010,7523,Block 3010,39.7592744,-75.5480382,46,46,34,0,0,0,10,1,10003,10003000400,100030004003,100030004003010,46,0,46
PLST,DE,100030004003011,3,400,3,3011,7678,Block 3011,39.7600789,-75.5486368,44,44,30,0,0,0,10,1,10003,10003000400,100030004003,100030004003011,44,0,44
PLST,DE,100030004003012,3,400,3,3012,11476,Block 3012,39.7604932,-75.5477092,47,47,41,0,0,0,10,1,10003,10003000400,100030004003,100030004003012,47,0,47
PLST,DE,100030004003013,3,400,3,3013,11290,Block 3013,39.7596857,-75.5471078,45,45,39,0,0,0,10,1,10003,10003000400,100030004003,100030004003013,45,0,45
PLST,DE,100030004003014,3,400,3,3014,12335,Block 3014,39.7588478,-75.5464846,45,45,39,0,0,0,10,1,10003,10003000400,100030004003,100030004003014,45,0,45
PLST,DE,100030004003015,3,400,3,3015,7287,Block 3015,39.7581497,-75.5459578,38,38,30,0,0,0,10,1,10003,10003000400,100030004003,100030004003015,40,2,40
PLST,DE,100030004003016,3,400,3,3016,10141,Block 3016,39.7574583,-75.5466745,70,70,52,0,0,0,10,1,10003,10003000400,100030004003,100030004003016,70,0,70
PLST,DE,100030004003017,3,400,3,3017,8332,Block 3017,39.7584339,-75.5474092,44,44,37,0,0,0,10,1,10003,10003000400,100030004003,100030004003017,44,0,44
PLST,DE,100030004003018,3,400,3,3018,11920,Block 3018,39.7575077,-75.5454276,28,28,17,0,0,0,10,1,10003,10003000400,100030004003,100030004003018,28,0,28
PLST,DE,100030004003019,3,400,3,3019,7756,Block 3019,39.7566018,-75.5459329,37,37,35,10,0,0,10,1,10003,10003000400,100030004003,100030004003019,38,1,38
PLST,DE,100030004003020,3,400,3,3020,14905,Block 3020,39.7559344,-75.5466698,45,45,44,5,0,0,10,1,10003,10003000400,100030004003,100030004003020,45,0,45
PLST,DE,100030004003021,3,400,3,3021,12892,Block 3021,39.7570769,-75.5475128,60,60,51,0,0,0,10,1,10003,10003000400,100030004003,100030004003021,60,0,60
PLST,DE,100030004003022,3,400,3,3022,66848,Block 3022,39.7553719,-75.5481884,0,0,0,0,0,0,10,1,10003,10003000400,100030004003,100030004003022,0,0,0
PLST,DE,100030004003023,3,400,3,3023,35472,Block 3023,39.7547079,-75.5495319,0,0,0,0,0,0,10,1,10003,10003000400,100030004003,100030004003023,0,0,0
PLST,DE,100030004003024,3,400,3,3024,10392,Block 3024,39.7565167,-75.551693,0,0,0,0,0,0,10,1,10003,10003000400,100030004003,100030004003024,0,0,0
PLST,DE,100030004003025,3,400,3,3025,1103,Block 3025,39.7571727,-75.5524259,0,0,0,0,0,0,10,1,10003,10003000400,100030004003,100030004003025,0,0,0
PLST,DE,100030004003026,3,400,3,3026,24823,Block 3026,39.758875,-75.5545031,0,0,0,0,0,0,10,1,10003,10003000400,100030004003,100030004003026,0,0,0
PLST,DE,100030004003027,3,400,3,3027,8078,Block 3027,39.7614833,-75.5557372,0,0,0,0,0,0,10,1,10003,10003000400,100030004003,100030004003027,0,0,0
PLST,DE,100030004003028,3,400,3,3028,0,Block 3028,39.7607068,-75.5567313,0,0,0,0,0,0,10,1,10003,10003000400,100030004003,100030004003028,0,0,0
PLST,DE,100030004003029,3,400,3,3029,0,Block 3029,39.7562066,-75.5520124,0,0,0,0,0,0,10,1,10003,10003000400,100030004003,100030004003029,0,0,0
PLST,DE,100030004003030,3,400,3,3030,0,Block 3030,39.7553285,-75.5512298,0,0,0,0,0,0,10,1,10003,10003000400,100030004003,100030004003030,0,0,0
PLST,DE,100030005001000,3,500,1,1000,15459,Block 1000,39.7583179,-75.5342958,113,113,81,0,0,0,10,2,10003,10003000500,100030005001,100030005001000,116,3,116
PLST,DE,100030005001001,3,500,1,1001,10976,Block 1001,39.7578283,-75.5353738,106,106,71,0,0,0,10,2,10003,10003000500,100030005001,100030005001001,108,2,108
PLST,DE,100030005001002,3,500,1,1002,11111,Block 1002,39.7574203,-75.5362909,96,96,76,10,0,0,10,2,10003,10003000500,100030005001,100030005001002,97,1,97
PLST,DE,100030005001003,3,500,1,1003,5776,Block 1003,39.7566934,-75.535754,73,73,48,0,0,0,10,2,10003,10003000500,100030005001,100030005001003,75,2,75
PLST,DE,100030005001004,3,500,1,1004,11084,Block 1004,39.7568709,-75.5346695,96,96,71,0,0,0,10,2,10003,10003000500,100030005001,100030005001004,98,2,98
PLST,DE,100030005001005,3,500,1,1005,15436,Block 1005,39.7573533,-75.5335774,111,111,75,0,0,0,10,2,10003,10003000500,100030005001,100030005001005,112,1,112
PLST,DE,100030005001006,3,500,1,1006,14673,Block 1006,39.756418,-75.5328812,104,104,66,0,0,0,10,2,10003,10003000500,100030005001,100030005001006,104,0,104
PLST,DE,100030005001007,3,500,1,1007,3835,Block 1007,39.7562219,-75.5341884,69,69,39,0,0,0,10,2,10003,10003000500,100030005001,100030005001007,70,1,70
PLST,DE,100030005001008,3,500,1,1008,3885,Block 1008,39.7558149,-75.5350905,27,27,17,0,0,0,10,2,10003,10003000500,100030005001,100030005001008,28,1,28
PLST,DE,100030005001009,3,500,1,1009,5380,Block 1009,39.7562116,-75.5353948,63,63,50,0,0,0,10,2,10003,10003000500,100030005001,100030005001009,63,0,63
PLST,DE,100030005001010,3,500,1,1010,6541,Block 1010,39.7553661,-75.5347442,28,28,16,0,0,0,10,2,10003,10003000500,100030005001,100030005001010,29,1,29
PLST,DE,100030005001011,3,500,1,1011,4634,Block 1011,39.7556691,-75.5338598,53,53,33,0,0,0,10,2,10003,10003000500,100030005001,100030005001011,53,0,53
PLST,DE,100030005001012,3,500,1,1012,1998,Block 1012,39.7559965,-75.5337945,34,34,16,0,0,0,10,2,10003,10003000500,100030005001,100030005001012,34,0,34
PLST,DE,100030005002000,3,500,2,2000,10977,Block 2000,39.7570071,-75.5372075,88,88,68,0,0,0,10,2,10003,10003000500,100030005002,100030005002000,90,2,90
PLST,DE,100030005002001,3,500,2,2001,11488,Block 2001,39.7565985,-75.5381391,78,78,58,0,0,0,10,2,10003,10003000500,100030005002,100030005002001,79,1,79
PLST,DE,100030005002002,3,500,2,2002,11165,Block 2002,39.7561717,-75.5390673,98,98,60,0,0,0,10,2,10003,10003000500,100030005002,100030005002002,103,5,103
PLST,DE,100030005002003,3,500,2,2003,11278,Block 2003,39.7557585,-75.5399915,81,81,53,0,0,0,10,2,10003,10003000500,100030005002,100030005002003,82,1,82
PLST,DE,100030005002004,3,500,2,2004,11100,Block 2004,39.7548051,-75.5392772,118,118,77,0,0,0,10,2,10003,10003000500,100030005002,100030005002004,122,4,122
PLST,DE,100030005002005,3,500,2,2005,11160,Block 2005,39.7552186,-75.5383555,123,123,81,0,0,0,10,2,10003,10003000500,100030005002,100030005002005,127,4,127
PLST,DE,100030005002006,3,500,2,2006,11389,Block 2006,39.7556332,-75.5374292,89,89,72,0,0,0,10,2,10003,10003000500,100030005002,100030005002006,91,2,91
PLST,DE,100030005002007,3,500,2,2007,11393,Block 2007,39.7560484,-75.5364996,100,100,75,0,0,0,10,2,10003,10003000500,100030005002,100030005002007,100,0,100
PLST,DE,100030005002008,3,500,2,2008,3916,Block 2008,39.7554006,-75.5360134,37,37,30,0,0,0,10,2,10003,10003000500,100030005002,100030005002008,37,0,37
PLST,DE,100030005002009,3,500,2,2009,10702,Block 2009,39.7546998,-75.5367213,76,76,67,0,0,0,10,2,10003,10003000500,100030005002,100030005002009,78,2,78
PLST,DE,100030005002010,3,500,2,2010,6836,Block 2010,39.7549523,-75.5356635,40,40,38,0,0,0,10,2,10003,10003000500,100030005002,100030005002010,42,2,42
PLST,DE,100030005002011,3,500,2,2011,10817,Block 2011,39.7538767,-75.5385728,31,31,25,0,0,0,10,2,10003,10003000500,100030005002,100030005002011,31,0,31
PLST,DE,100030005002012,3,500,2,2012,10700,Block 2012,39.7542874,-75.5376453,53,53,34,0,0,0,10,2,10003,10003000500,100030005002,100030005002012,55,2,55
PLST,DE,100030005003000,3,500,3,3000,10905,Block 3000,39.7552988,-75.5408771,95,95,74,0,0,0,10,2,10003,10003000500,100030005003,100030005003000,97,2,97
PLST,DE,100030005003001,3,500,3,3001,4424,Block 3001,39.7552176,-75.5415877,34,34,23,0,0,0,10,1,10003,10003000500,100030005003,100030005003001,36,2,36
PLST,DE,100030005003002,3,500,3,3002,10117,Block 3002,39.7548005,-75.5421319,93,93,67,0,0,0,10,1,10003,10003000500,100030005003,100030005003002,96,3,96
PLST,DE,100030005003003,3,500,3,3003,8143,Block 3003,39.7538785,-75.5415313,60,60,42,0,0,0,10,1,10003,10003000500,100030005003,100030005003003,63,3,63
PLST,DE,100030005003004,3,500,3,3004,8784,Block 3004,39.7542078,-75.5406154,78,78,60,0,0,0,10,2,10003,10003000500,100030005003,100030005003004,78,0,78
PLST,DE,100030005003005,3,500,3,3005,6137,Block 3005,39.7544822,-75.5399945,56,56,38,0,0,0,10,2,10003,10003000500,100030005003,100030005003005,59,3,59
PLST,DE,100030005003006,3,500,3,3006,14724,Block 3006,39.7533847,-75.5396694,66,66,49,0,0,0,10,2,10003,10003000500,100030005003,100030005003006,66,0,66
PLST,DE,100030005003007,3,500,3,3007,7785,Block 3007,39.7528878,-75.5406125,0,0,0,0,0,0,10,2,10003,10003000500,100030005003,100030005003007,0,0,0
PLST,DE,100030005003008,3,500,3,3008,2327,Block 3008,39.7537738,-75.5409758,0,0,0,0,0,0,10,2,10003,10003000500,100030005003,100030005003008,0,0,0
PLST,DE,100030005003009,3,500,3,3009,6738,Block 3009,39.7535225,-75.5428585,65,65,44,0,0,0,10,1,10003,10003000500,100030005003,100030005003009,65,0,65
PLST,DE,100030005003010,3,500,3,3010,6745,Block 3010,39.7536193,-75.5423086,53,53,42,0,0,0,10,1,10003,10003000500,100030005003,100030005003010,53,0,53
PLST,DE,100030005003011,3,500,3,3011,14686,Block 3011,39.7525486,-75.5416213,105,105,91,0,0,0,10,1,10003,10003000500,100030005003,100030005003011,107,2,107
PLST,DE,100030005004000,3,500,4,4000,13580,Block 4000,39.7543616,-75.543114,100,100,76,0,0,0,10,1,10003,10003000500,100030005004,100030005004000,101,1,101
PLST,DE,100030005004001,3,500,4,4001,8871,Block 4001,39.753949,-75.5440405,82,82,57,1,0,0,10,1,10003,10003000500,100030005004,100030005004001,84,2,84
PLST,DE,100030005004002,3,500,4,4002,11320,Block 4002,39.753581,-75.5448704,90,90,68,0,0,0,10,1,10003,10003000500,100030005004,100030005004002,92,2,92
PLST,DE,100030005004003,3,500,4,4003,11521,Block 4003,39.7531588,-75.545798,98,98,82,0,0,0,10,1,10003,10003000500,100030005004,100030005004003,98,0,98
PLST,DE,100030005004004,3,500,4,4004,10611,Block 4004,39.7527587,-75.5466957,93,93,70,0,0,0,10,1,10003,10003000500,100030005004,100030005004004,94,1,94
PLST,DE,100030005004005,3,500,4,4005,3112,Block 4005,39.7527088,-75.5473708,0,0,0,0,0,0,10,1,10003,10003000500,100030005004,100030005004005,0,0,0
PLST,DE,100030005004006,3,500,4,4006,31312,Block 4006,39.7514501,-75.5460057,0,0,0,0,0,0,10,1,10003,10003000500,100030005004,100030005004006,2,2,2
PLST,DE,100030005004007,3,500,4,4007,24590,Block 4007,39.7519384,-75.5451358,0,0,0,0,0,0,10,1,10003,10003000500,100030005004,100030005004007,0,0,0
PLST,DE,100030005004008,3,500,4,4008,0,Block 4008,39.7505463,-75.5455053,0,0,0,0,0,0,10,1,10003,10003000500,100030005004,100030005004008,0,0,0
PLST,DE,100030005004009,3,500,4,4009,8973,Block 4009,39.7529935,-75.5433141,88,88,65,0,0,0,10,1,10003,10003000500,100030005004,100030005004009,94,6,94
PLST,DE,100030005004010,3,500,4,4010,11188,Block 4010,39.7526224,-75.5441466,123,123,104,0,0,0,10,1,10003,10003000500,100030005004,100030005004010,123,0,123
PLST,DE,100030005004011,3,500,4,4011,10874,Block 4011,39.751695,-75.5434443,69,69,58,12,0,0,10,1,10003,10003000500,100030005004,100030005004011,70,1,70
PLST,DE,100030005004012,3,500,4,4012,8476,Block 4012,39.7520712,-75.5426084,20,20,8,0,0,0,10,1,10003,10003000500,100030005004,100030005004012,20,0,20
PLST,DE,100030006011000,3,601,1,1000,2615,Block 1000,39.7585655,-75.5256073,0,0,0,0,0,0,10,2,10003,10003000601,100030006011,100030006011000,0,0,0
PLST,DE,100030006011001,3,601,1,1001,8970,Block 1001,39.7583372,-75.5261529,21,21,19,0,0,0,10,2,10003,10003000601,100030006011,100030006011001,22,1,22
PLST,DE,100030006011002,3,601,1,1002,9934,Block 1002,39.7577075,-75.5267045,18,18,16,0,0,0,10,2,10003,10003000601,100030006011,100030006011002,18,0,18
PLST,DE,100030006011003,3,601,1,1003,2001,Block 1003,39.7581057,-75.5268127,0,0,0,0,0,0,10,2,10003,10003000601,100030006011,100030006011003,0,0,0
PLST,DE,100030006011004,3,601,1,1004,16006,Block 1004,39.7570904,-75.5249249,62,62,54,0,0,0,10,2,10003,10003000601,100030006011,100030006011004,63,1,63
PLST,DE,100030006011005,3,601,1,1005,2503,Block 1005,39.7577298,-75.5249669,18,18,7,0,0,0,10,2,10003,10003000601,100030006011,100030006011005,18,0,18
PLST,DE,100030006011006,3,601,1,1006,6383,Block 1006,39.7558144,-75.5236902,37,37,26,0,0,0,10,2,10003,10003000601,100030006011,100030006011006,37,0,37
PLST,DE,100030006011007,3,601,1,1007,8799,Block 1007,39.7554961,-75.524276,97,97,76,0,0,0,10,2,10003,10003000601,100030006011,100030006011007,100,3,100
PLST,DE,100030006011008,3,601,1,1008,164891,Block 1008,39.7550415,-75.5264624,147,147,112,0,0,0,10,2,10003,10003000601,100030006011,100030006011008,148,1,148
PLST,DE,100030006011009,3,601,1,1009,13108,Block 1009,39.7565658,-75.5254144,100,100,76,0,0,0,10,2,10003,10003000601,100030006011,100030006011009,102,2,102
PLST,DE,100030006011010,3,601,1,1010,5073,Block 1010,39.7569638,-75.5295869,11,11,3,0,0,0,10,2,10003,10003000601,100030006011,100030006011010,11,0,11
PLST,DE,100030006011011,3,601,1,1011,6468,Block 1011,39.7566081,-75.5290789,151,151,149,143,143,0,10,2,10003,10003000601,100030006011,100030006011011,102,-49,102
PLST,DE,100030006011012,3,601,1,1012,18859,Block 1012,39.7560248,-75.5300025,93,93,72,0,0,0,10,2,10003,10003000601,100030006011,100030006011012,93,0,93
PLST,DE,100030006011013,3,601,1,1013,9224,Block 1013,39.7560263,-75.5309954,40,40,28,0,0,0,10,2,10003,10003000601,100030006011,100030006011013,41,1,41
PLST,DE,100030006011014,3,601,1,1014,13044,Block 1014,39.7549038,-75.5289726,71,71,46,0,0,0,10,2,10003,10003000601,100030006011,100030006011014,72,1,72
PLST,DE,100030006011015,3,601,1,1015,10044,Block 1015,39.7545107,-75.5234531,98,98,83,0,0,0,10,2,10003,10003000601,100030006011,100030006011015,99,1,99
PLST,DE,100030006011016,3,601,1,1016,10950,Block 1016,39.7543987,-75.5225563,60,60,52,0,0,0,10,2,10003,10003000601,100030006011,100030006011016,62,2,62
PLST,DE,100030006011017,3,601,1,1017,6791,Block 1017,39.75362,-75.5227482,0,0,0,0,0,0,10,2,10003,10003000601,100030006011,100030006011017,0,0,0
PLST,DE,100030006011018,3,601,1,1018,11452,Block 1018,39.752877,-75.5240262,59,59,50,0,0,0,10,2,10003,10003000601,100030006011,100030006011018,59,0,59
PLST,DE,100030006011019,3,601,1,1019,3188,Block 1019,39.7527629,-75.5234758,0,0,0,0,0,0,10,2,10003,10003000601,100030006011,100030006011019,0,0,0
PLST,DE,100030006011020,3,601,1,1020,2719,Block 1020,39.7523223,-75.5252856,0,0,0,0,0,0,10,2,10003,10003000601,100030006011,100030006011020,0,0,0
PLST,DE,100030006011021,3,601,1,1021,5661,Block 1021,39.7560443,-75.5286883,0,0,0,0,0,0,10,2,10003,10003000601,100030006011,100030006011021,0,0,0
PLST,DE,100030006012000,3,601,2,2000,3036,Block 2000,39.7557505,-75.531545,0,0,0,0,0,0,10,2,10003,10003000601,100030006012,100030006012000,0,0,0
PLST,DE,100030006012001,3,601,2,2001,48188,Block 2001,39.7542039,-75.5304217,9,9,7,0,0,0,10,2,10003,10003000601,100030006012,100030006012001,10,1,10
PLST,DE,100030006012002,3,601,2,2002,6783,Block 2002,39.7526995,-75.530779,56,56,41,0,0,0,10,2,10003,10003000601,100030006012,100030006012002,56,0,56
PLST,DE,100030006012003,3,601,2,2003,8264,Block 2003,39.7527716,-75.5316725,9,9,5,0,0,0,10,2,10003,10003000601,100030006012,100030006012003,11,2,11
PLST,DE,100030006012004,3,601,2,2004,7053,Block 2004,39.7534446,-75.5319453,56,56,45,0,0,0,10,2,10003,10003000601,100030006012,100030006012004,56,0,56
PLST,DE,100030006012005,3,601,2,2005,7204,Block 2005,39.7528531,-75.5325841,59,59,50,0,0,0,10,2,10003,10003000601,100030006012,100030006012005,61,2,61
PLST,DE,100030006012006,3,601,2,2006,20872,Block 2006,39.7517812,-75.529307,210,210,154,0,0,0,10,2,10003,10003000601,100030006012,100030006012006,215,5,215
PLST,DE,100030006012007,3,601,2,2007,74795,Block 2007,39.7524059,-75.5276606,19,19,16,0,0,0,10,2,10003,10003000601,100030006012,100030006012007,21,2,21
PLST,DE,100030006012008,3,601,2,2008,11099,Block 2008,39.7507231,-75.5276063,58,58,33,0,0,0,10,2,10003,10003000601,100030006012,100030006012008,59,1,59
PLST,DE,100030006012009,3,601,2,2009,1650,Block 2009,39.7518785,-75.5310346,0,0,0,0,0,0,10,2,10003,10003000601,100030006012,100030006012009,0,0,0
PLST,DE,100030006012010,3,601,2,2010,5967,Block 2010,39.7521376,-75.5314479,26,26,23,0,0,0,10,2,10003,10003000601,100030006012,100030006012010,27,1,27
PLST,DE,100030006012011,3,601,2,2011,5815,Block 2011,39.7499471,-75.5279481,45,45,26,0,0,0,10,2,10003,10003000601,100030006012,100030006012011,46,1,46
PLST,DE,100030006012012,3,601,2,2012,5431,Block 2012,39.750312,-75.5285434,73,73,52,0,0,0,10,2,10003,10003000601,100030006012,100030006012012,78,5,78
PLST,DE,100030006012013,3,601,2,2013,11901,Block 2013,39.7508819,-75.5294577,104,104,81,0,0,0,10,2,10003,10003000601,100030006012,100030006012013,105,1,105
PLST,DE,100030006012014,3,601,2,2014,8092,Block 2014,39.7515501,-75.5305126,71,71,47,0,0,0,10,2,10003,10003000601,100030006012,100030006012014,71,0,71
PLST,DE,100030006013000,3,601,3,3000,82738,Block 3000,39.7509054,-75.5327058,0,0,0,0,0,0,10,2,10003,10003000601,100030006013,100030006013000,0,0,0
PLST,DE,100030006013001,3,601,3,3001,1629,Block 3001,39.7499237,-75.531104,0,0,0,0,0,0,10,2,10003,10003000601,100030006013,100030006013001,1,1,1
PLST,DE,100030006013002,3,601,3,3002,10152,Block 3002,39.7496233,-75.5342555,72,72,49,0,0,0,10,2,10003,10003000601,100030006013,100030006013002,74,2,74
PLST,DE,100030006013003,3,601,3,3003,12334,Block 3003,39.7488778,-75.5350172,97,97,60,0,0,0,10,2,10003,10003000601,100030006013,100030006013003,99,2,99
PLST,DE,100030006013004,3,601,3,3004,12471,Block 3004,39.7482579,-75.534058,116,116,80,0,0,0,10,2,10003,10003000601,100030006013,100030006013004,123,7,123
PLST,DE,100030006013005,3,601,3,3005,9812,Block 3005,39.7489834,-75.5332931,84,84,55,0,0,0,10,2,10003,10003000601,100030006013,100030006013005,85,1,85
PLST,DE,100030006013006,3,601,3,3006,32338,Block 3006,39.747969,-75.5325297,73,73,46,0,0,0,10,2,10003,10003000601,100030006013,100030006013006,77,4,77
PLST,DE,100030006013007,3,601,3,3007,13322,Block 3007,39.7491632,-75.531339,93,93,56,0,0,0,10,2,10003,10003000601,100030006013,100030006013007,93,0,93
PLST,DE,100030006013008,3,601,3,3008,6579,Block 3008,39.7495028,-75.5304548,8,8,7,0,0,0,10,2,10003,10003000601,100030006013,100030006013008,8,0,8
PLST,DE,100030006013009,3,601,3,3009,13741,Block 3009,39.750251,-75.53018,81,81,49,0,0,0,10,2,10003,10003000601,100030006013,100030006013009,82,1,82
PLST,DE,100030006013010,3,601,3,3010,5561,Block 3010,39.7497015,-75.5291722,71,71,57,0,0,0,10,2,10003,10003000601,100030006013,100030006013010,73,2,73
PLST,DE,100030006013011,3,601,3,3011,5692,Block 3011,39.7493358,-75.5285901,53,53,41,0,0,0,10,2,10003,10003000601,100030006013,100030006013011,53,0,53
PLST,DE,100030006013012,3,601,3,3012,5585,Block 3012,39.7487329,-75.5292324,0,0,0,0,0,0,10,2,10003,10003000601,100030006013,100030006013012,0,0,0
PLST,DE,100030006013013,3,601,3,3013,5561,Block 3013,39.7490947,-75.5298192,10,10,6,0,0,0,10,2,10003,10003000601,100030006013,100030006013013,10,0,10
PLST,DE,100030006013014,3,601,3,3014,10100,Block 3014,39.748243,-75.5307223,107,107,61,0,0,0,10,2,10003,10003000601,100030006013,100030006013014,110,3,110
PLST,DE,100030006013015,3,601,3,3015,10370,Block 3015,39.7478762,-75.5301366,30,30,19,0,0,0,10,2,10003,10003000601,100030006013,100030006013015,30,0,30
PLST,DE,100030006013016,3,601,3,3016,20500,Block 3016,39.7469582,-75.5316107,0,0,0,0,0,0,10,2,10003,10003000601,100030006013,100030006013016,0,0,0
PLST,DE,100030006021000,3,602,1,1000,7588,Block 1000,39.7556821,-75.5323375,48,48,27,0,0,0,10,2,10003,10003000602,100030006021,100030006021000,48,0,48
PLST,DE,100030006021001,3,602,1,1001,4534,Block 1001,39.7553005,-75.5334113,9,9,6,0,0,0,10,2,10003,10003000602,100030006021,100030006021001,9,0,9
PLST,DE,100030006021002,3,602,1,1002,3413,Block 1002,39.7551279,-75.5318263,0,0,0,0,0,0,10,2,10003,10003000602,100030006021,100030006021002,0,0,0
PLST,DE,100030006021003,3,602,1,1003,8377,Block 1003,39.7545587,-75.5321502,58,58,47,0,0,0,10,2,10003,10003000602,100030006021,100030006021003,59,1,59
PLST,DE,100030006021004,3,602,1,1004,4886,Block 1004,39.7550033,-75.532866,28,28,19,0,0,0,10,2,10003,10003000602,100030006021,100030006021004,28,0,28
